Loci,Replicate,Final_fitness,Final_genome_size
15,66,23.473320214671098,14.0
20,66,51.12580301287284,19.0
1,67,17.903595439038824,4.005
5,67,15.62114640583013,8.0
10,67,22.31693772569717,12.0
15,67,11.149680039024972,14.0
20,67,47.47951572120001,17.0
1,68,12.032923779631513,4.001
5,68,17.364651535514252,5.0
10,68,16.539575357855668,9.996
15,68,17.967115607207223,13.001
20,68,16.524807711641056,17.0
1,69,17.111337609804046,3.0
5,69,12.82603837233035,7.0
10,69,15.031341422088378,9.0
15,69,12.99237902048782,12.0
20,69,41.60868040074,19.0
1,70,12.091044036377513,5.0
5,70,22.587785894711864,7.0
10,70,21.348464510584943,12.0
15,70,32.36576480413366,13.0
20,70,51.12580301287284,19.0
1,71,12.494808034264222,2.0
5,71,15.594450672361118,5.0
10,71,24.70444200707335,11.001
15,71,17.402097643693185,15.0
20,71,13.834128710966644,16.0
1,72,29.10565718923727,4.0
5,72,32.96168941302712,6.0
10,72,30.84971312319491,11.0
15,72,15.096862453151214,15.0
20,72,18.027050186671595,18.0
1,73,12.280845504460098,5.0
5,73,15.179772413320155,7.999
10,73,36.91112894511039,11.0
15,73,31.55656238947733,14.0
20,73,15.734754285846117,18.0
1,74,11.715464585881247,5.001
5,74,21.252402661665364,9.0
10,74,30.16717972879247,6.001
15,74,10.797109677065665,16.0
20,74,23.599406390128937,16.999
1,75,6.600839822238868,3.998
5,75,24.428607037204998,6.0
10,75,18.35595544468906,10.0
15,75,17.529174241121936,15.0
20,75,51.12580301287284,19.0
1,76,22.570749636899134,7.0
5,76,9.987664732700697,5.001
10,76,8.095146138605106,12.0
15,76,16.20135888962892,15.0
20,76,12.310573552251773,14.0
1,77,19.027053646657738,5.993
5,77,23.998687271105346,6.0
10,77,15.415043388150545,8.0
15,77,14.687647808695237,14.001
20,77,18.11834020974481,18.0
1,78,7.711643360647249,2.002
5,78,28.160848986734607,8.0
10,78,28.160848986734607,8.0
15,78,15.513080030598996,15.0
20,78,23.15696362406444,17.0
1,79,13.994492190259708,4.0
5,79,14.711859213049339,7.0
10,79,14.104569924841359,10.0
15,79,28.664941400916142,10.999
20,79,41.6487838557015,19.0
1,80,25.073653769651372,5.0
5,80,19.777995230230022,6.999
10,80,24.604638901615875,11.0
15,80,26.249201574346145,14.0
20,80,16.493840814636435,17.998
1,81,17.903595439038824,4.001
5,81,21.297959945544,6.0
10,81,13.29084665026277,11.0
15,81,19.00174665073298,13.0
20,81,31.138439923091536,20.0
1,82,18.781987941811188,5.0
5,82,15.529919039776024,4.0
10,82,11.361266056293495,11.0
15,82,14.261301347434625,16.0
20,82,22.801332121447132,18.0
1,83,14.822813027683797,5.0
5,83,21.26693117086351,6.0
10,83,16.328187813804,10.0
15,83,11.838126757500946,14.0
20,83,15.935512263364483,18.0
1,84,35.870452933039374,3.0
5,84,16.436887165014507,7.0
10,84,6.610086140077976,8.0
15,84,31.912191330719384,15.0
20,84,20.871680689456564,17.0
1,85,9.529110808214245,4.0
5,85,10.850920518658144,5.0
10,85,15.609739080086506,11.0
15,85,46.91209036089925,13.0
