Loci,Replicate,Final_fitness,Final_genome_size
10,116,1.4129287480011217,10.0
5,117,1.4720732671612833,6.0
6,117,1.5537335910997483,5.0
7,117,1.559857700175745,7.0
8,117,1.3800905875404932,8.0
9,117,1.509779179965071,8.0
10,117,1.7532675943852707,9.0
5,118,1.4066307440229544,5.998
6,118,1.3638127201724484,6.0
7,118,1.394090676848961,7.998
8,118,1.661009743474184,6.998
9,118,1.6632372595667453,9.999
10,118,1.6268198387310402,9.999
5,119,1.3740430572810027,6.0
6,119,1.3538931190932193,6.0
7,119,1.1976346727109761,6.0
8,119,1.331024368852402,9.0
9,119,1.5734739765291899,9.0
10,119,1.4713962226324975,10.0
5,120,1.2678245196069946,6.0
6,120,1.3044243249461838,7.0
7,120,1.3962623574290365,8.0
8,120,1.3759757687612932,8.0
9,120,1.308767577901953,11.0
10,120,1.3766814511191596,7.0
5,121,1.5505768779676017,5.0
6,121,1.3757419725528854,8.002
7,121,1.3775779753194202,7.004
8,121,1.378635355945638,9.0
9,121,1.393533612378069,8.001
10,121,1.3568200739856429,9.0
5,122,1.2334479494390738,7.0
6,122,1.3467736017326917,8.0
7,122,1.2132531050274749,8.002
8,122,1.2311477175619607,9.993
9,122,1.2454133856421408,11.0
10,122,1.127367399845384,10.0
5,123,1.2446536638557186,6.007
6,123,1.469836212086451,7.009
7,123,1.547750131186112,7.0
8,123,1.5093278494029414,8.0
9,123,1.4793208143049734,9.0
10,123,1.4587782517479506,11.0
5,124,1.6259474330681951,5.0
6,124,1.4025500999810527,6.0
7,124,1.6870225844059121,8.998
8,124,1.3638110226766162,8.0
9,124,1.3638110226766162,8.0
10,124,1.455690594689252,12.0
5,125,1.396261515279329,5.025
6,125,1.3459619036745594,6.0
7,125,1.2418396084048091,5.992
8,125,1.6696093695526892,6.0
9,125,1.7598209586658746,10.0
10,125,1.803204181968504,11.004
5,126,1.250662591571066,5.0
6,126,1.5772647133209858,7.0
7,126,1.6810599097349406,9.0
8,126,1.5635433059834123,8.0
9,126,1.5764266590250644,8.0
10,126,1.8348827478852485,11.996
5,127,1.2764689067932022,6.005
6,127,1.2293891445365555,6.003
7,127,1.4007284424456592,7.0
8,127,1.558282098886709,7.0
9,127,1.7040953942964994,9.001
10,127,1.458374622736104,12.0
5,128,1.5195667529656078,5.996
6,128,1.3981100147929084,7.004
7,128,1.3670419291771359,8.0
8,128,1.531248855488652,8.0
9,128,1.7299039980789934,10.001
10,128,1.6952008607837723,10.0
5,129,1.4608288220397487,4.0
6,129,1.3017274607085199,8.005
7,129,1.6250280671659403,10.003
8,129,1.5781107897844628,9.0
9,129,1.3010515436812615,10.0
10,129,1.4306005748326944,9.001
5,130,1.507795203222932,3.999
6,130,1.507795203222932,3.999
7,130,1.7987386186502432,9.0
8,130,1.6953773405678816,10.996
9,130,1.6953773405678816,11.0
10,130,1.5242573296051571,9.0
5,131,1.3589299446796606,4.0
6,131,1.5927108660586358,7.0
7,131,1.489158485482354,8.0
8,131,1.4480265943828412,5.0
9,131,1.3600836759939106,8.0
10,131,1.4053590441695973,11.0
5,132,1.4844932144929437,5.001
6,132,1.4844932144929437,5.002
7,132,1.5564662076590834,9.998
8,132,1.568587689358444,9.0
9,132,1.4625952292448363,7.998
10,132,1.4737864261905316,9.002
5,133,1.2412948076578811,4.002
6,133,1.3685941290287318,7.005
7,133,1.2535209384489352,7.012
8,133,1.3122169033543347,9.0
9,133,1.1932189079578301,9.0
10,133,1.2424847736067037,10.001
5,134,1.510997938358105,5.0
6,134,1.4781081274615382,7.0
7,134,1.59807843141712,7.002
8,134,1.4034777587552911,9.01
9,134,1.3720118113731805,9.001
10,134,1.5334431032683047,9.002
5,135,1.3515922895576788,6.0
6,135,1.47879281987118,7.001
7,135,1.3924520545925396,8.0
8,135,1.4260008583133092,8.0
9,135,1.6267868901789875,10.0
10,135,1.596261522111934,9.0
5,136,1.3377887765247451,7.998
6,136,1.5948873040365052,8.0
7,136,1.6296260218544079,5.999
8,136,1.4156717011514726,8.997
9,136,1.459232526169041,9.0
10,136,1.5060088573227561,8.996
5,137,1.679841756578328,6.0
6,137,1.9227400308357423,9.0
7,137,1.4076377170173515,9.0
8,137,1.4076377170173515,9.0
9,137,1.7587199093027561,7.0
10,137,1.7031634071971864,11.0
5,138,1.6397727633199513,6.0
6,138,1.6458831606074513,9.0
7,138,1.4908322078091076,6.006
